device_name,device_type,eq_variant,data_source,score_before_eq,score_with_eq,preamp_db,num_filters,filter_index,filter_type,fc_hz,gain_db,q,generator_version,generated_at,source_file
Dan Clark Audio NOIRE X,headphone,flat,,,,-2.4,7,7,PK,3243.0,2.47,2.54,,,headphone_eq/Dan Clark Audio NOIRE X/iir-autoeq-flat.txt
Dan Clark Audio NOIRE X,headphone,score,,,,-3.0,7,1,PK,76.0,2.9,1.28,,,headphone_eq/Dan Clark Audio NOIRE X/iir-autoeq-score.txt
Dan Clark Audio NOIRE X,headphone,score,,,,-3.0,7,2,PK,92.0,-3.22,1.24,,,headphone_eq/Dan Clark Audio NOIRE X/iir-autoeq-score.txt
Dan Clark Audio NOIRE X,headphone,score,,,,-3.0,7,3,PK,285.0,2.23,1.45,,,headphone_eq/Dan Clark Audio NOIRE X/iir-autoeq-score.txt
Dan Clark Audio NOIRE X,headphone,score,,,,-3.0,7,4,PK,295.0,-2.71,2.08,,,headphone_eq/Dan Clark Audio NOIRE X/iir-autoeq-score.txt
Dan Clark Audio NOIRE X,headphone,score,,,,-3.0,7,5,PK,657.0,2.25,1.78,,,headphone_eq/Dan Clark Audio NOIRE X/iir-autoeq-score.txt
Dan Clark Audio NOIRE X,headphone,score,,,,-3.0,7,6,PK,1945.0,-1.86,4.59,,,headphone_eq/Dan Clark Audio NOIRE X/iir-autoeq-score.txt
Dan Clark Audio NOIRE X,headphone,score,,,,-3.0,7,7,PK,3271.0,3.09,3.63,,,headphone_eq/Dan Clark Audio NOIRE X/iir-autoeq-score.txt
Dan Clark Audio NOIRE XO,headphone,score,,,,-5.4,7,1,PK,66.0,2.17,1.8,,,headphone_eq/Dan Clark Audio NOIRE XO/iir-autoeq-score.txt
Dan Clark Audio NOIRE XO,headphone,score,,,,-5.4,7,2,PK,132.0,-2.57,1.49,,,headphone_eq/Dan Clark Audio NOIRE XO/iir-autoeq-score.txt
Dan Clark Audio NOIRE XO,headphone,score,,,,-5.4,7,3,PK,146.0,2.73,1.33,,,headphone_eq/Dan Clark Audio NOIRE XO/iir-autoeq-score.txt
Dan Clark Audio NOIRE XO,headphone,score,,,,-5.4,7,4,PK,325.0,-0.85,2.56,,,headphone_eq/Dan Clark Audio NOIRE XO/iir-autoeq-score.txt
Dan Clark Audio NOIRE XO,headphone,score,,,,-5.4,7,5,PK,657.0,3.11,1.98,,,headphone_eq/Dan Clark Audio NOIRE XO/iir-autoeq-score.txt
Dan Clark Audio NOIRE XO,headphone,score,,,,-5.4,7,6,PK,2191.0,-2.79,3.09,,,headphone_eq/Dan Clark Audio NOIRE XO/iir-autoeq-score.txt
Dan Clark Audio NOIRE XO,headphone,score,,,,-5.4,7,7,PK,9118.0,5.41,0.62,,,headphone_eq/Dan Clark Audio NOIRE XO/iir-autoeq-score.txt
Drop & Focal Elex,headphone,score,,,,-6.0,7,1,PK,60.0,5.28,1.46,,,headphone_eq/Drop & Focal Elex/iir-autoeq-score.txt
Drop & Focal Elex,headphone,score,,,,-6.0,7,2,PK,98.0,2.44,2.32,,,headphone_eq/Drop & Focal Elex/iir-autoeq-score.txt
Drop & Focal Elex,headphone,score,,,,-6.0,7,3,PK,145.0,0.2,2.0,,,headphone_eq/Drop & Focal Elex/iir-autoeq-score.txt
Drop & Focal Elex,headphone,score,,,,-6.0,7,4,PK,396.0,1.79,2.48,,,headphone_eq/Drop & Focal Elex/iir-autoeq-score.txt
Drop & Focal Elex,headphone,score,,,,-6.0,7,5,PK,657.0,1.88,1.76,,,headphone_eq/Drop & Focal Elex/iir-autoeq-score.txt
Drop & Focal Elex,headphone,score,,,,-6.0,7,6,PK,1460.0,-1.72,4.1,,,headphone_eq/Drop & Focal Elex/iir-autoeq-score.txt
Drop & Focal Elex,headphone,score,,,,-6.0,7,7,PK,8156.0,6.0,0.5,,,headphone_eq/Drop & Focal Elex/iir-autoeq-score.txt
Drop & Meze 99 Noir,headphone,flat,,,,-5.9,7,1,PK,65.0,-6.33,1.24,,,headphone_eq/Drop & Meze 99 Noir/iir-autoeq-flat.txt
Drop & Meze 99 Noir,headphone,flat,,,,-5.9,7,2,PK,175.0,-8.31,0.53,,,headphone_eq/Drop & Meze 99 Noir/iir-autoeq-flat.txt
Drop & Meze 99 Noir,headphone,flat,,,,-5.9,7,3,PK,207.0,-5.56,1.61,,,headphone_eq/Drop & Meze 99 Noir/iir-autoeq-flat.txt
Drop & Meze 99 Noir,headphone,flat,,,,-5.9,7,4,PK,399.0,6.0,2.33,,,headphone_eq/Drop & Meze 99 Noir/iir-autoeq-flat.txt
Drop & Meze 99 Noir,headphone,flat,,,,-5.9,7,5,PK,1044.0,1.27,2.28,,,headphone_eq/Drop & Meze 99 Noir/iir-autoeq-flat.txt
Drop & Meze 99 Noir,headphone,flat,,,,-5.9,7,6,PK,1593.0,-0.57,2.14,,,headphone_eq/Drop & Meze 99 Noir/iir-autoeq-flat.txt
Drop & Meze 99 Noir,headphone,flat,,,,-5.9,7,7,PK,3377.0,6.0,2.35,,,headphone_eq/Drop & Meze 99 Noir/iir-autoeq-flat.txt
Drop & Meze 99 Noir,headphone,score,,,,-6.0,7,1,PK,66.0,-5.0,3.21,,,headphone_eq/Drop & Meze 99 Noir/iir-autoeq-score.txt
Drop & Meze 99 Noir,headphone,score,,,,-6.0,7,2,PK,168.0,-11.84,0.5,,,headphone_eq/Drop & Meze 99 Noir/iir-autoeq-score.txt
Drop & Meze 99 Noir,headphone,score,,,,-6.0,7,3,PK,220.0,-3.47,2.67,,,headphone_eq/Drop & Meze 99 Noir/iir-autoeq-score.txt
Drop & Meze 99 Noir,headphone,score,,,,-6.0,7,4,PK,386.0,4.97,2.69,,,headphone_eq/Drop & Meze 99 Noir/iir-autoeq-score.txt
Drop & Meze 99 Noir,headphone,score,,,,-6.0,7,5,PK,659.0,2.37,0.5,,,headphone_eq/Drop & Meze 99 Noir/iir-autoeq-score.txt
Drop & Meze 99 Noir,headphone,score,,,,-6.0,7,6,PK,1462.0,-1.52,2.24,,,headphone_eq/Drop & Meze 99 Noir/iir-autoeq-score.txt
Drop & Meze 99 Noir,headphone,score,,,,-6.0,7,7,PK,3525.0,5.87,2.68,,,headphone_eq/Drop & Meze 99 Noir/iir-autoeq-score.txt
Drop & MrSpeakers Ether CX,headphone,flat,,,,-6.0,7,1,PK,65.0,6.0,0.84,,,headphone_eq/Drop & MrSpeakers Ether CX/iir-autoeq-flat.txt
Drop & MrSpeakers Ether CX,headphone,flat,,,,-6.0,7,2,PK,140.0,-0.68,2.69,,,headphone_eq/Drop & MrSpeakers Ether CX/iir-autoeq-flat.txt
Drop & MrSpeakers Ether CX,headphone,flat,,,,-6.0,7,3,PK,232.0,-0.99,2.64,,,headphone_eq/Drop & MrSpeakers Ether CX/iir-autoeq-flat.txt
Drop & MrSpeakers Ether CX,headphone,flat,,,,-6.0,7,4,PK,427.0,0.69,2.76,,,headphone_eq/Drop & MrSpeakers Ether CX/iir-autoeq-flat.txt
Drop & MrSpeakers Ether CX,headphone,flat,,,,-6.0,7,5,PK,657.0,0.28,3.6,,,headphone_eq/Drop & MrSpeakers Ether CX/iir-autoeq-flat.txt
Drop & MrSpeakers Ether CX,headphone,flat,,,,-6.0,7,6,PK,1460.0,-0.56,4.1,,,headphone_eq/Drop & MrSpeakers Ether CX/iir-autoeq-flat.txt
Drop & MrSpeakers Ether CX,headphone,flat,,,,-6.0,7,7,PK,10945.0,6.0,0.5,,,headphone_eq/Drop & MrSpeakers Ether CX/iir-autoeq-flat.txt
Drop & MrSpeakers Ether CX,headphone,score,,,,-6.0,7,1,PK,60.0,5.79,1.0,,,headphone_eq/Drop & MrSpeakers Ether CX/iir-autoeq-score.txt
Drop & MrSpeakers Ether CX,headphone,score,,,,-6.0,7,2,PK,84.0,1.3,3.45,,,headphone_eq/Drop & MrSpeakers Ether CX/iir-autoeq-score.txt
Drop & MrSpeakers Ether CX,headphone,score,,,,-6.0,7,3,PK,136.0,-0.05,2.56,,,headphone_eq/Drop & MrSpeakers Ether CX/iir-autoeq-score.txt
Drop & MrSpeakers Ether CX,headphone,score,,,,-6.0,7,4,PK,318.0,-0.09,1.33,,,headphone_eq/Drop & MrSpeakers Ether CX/iir-autoeq-score.txt
Drop & MrSpeakers Ether CX,headphone,score,,,,-6.0,7,5,PK,1461.0,-3.04,1.51,,,headphone_eq/Drop & MrSpeakers Ether CX/iir-autoeq-score.txt
Drop & MrSpeakers Ether CX,headphone,score,,,,-6.0,7,6,PK,1645.0,1.55,1.69,,,headphone_eq/Drop & MrSpeakers Ether CX/iir-autoeq-score.txt
Drop & MrSpeakers Ether CX,headphone,score,,,,-6.0,7,7,PK,5236.0,4.65,0.5,,,headphone_eq/Drop & MrSpeakers Ether CX/iir-autoeq-score.txt
Drop & THX Panda,headphone,flat,,,,-3.2,7,1,PK,60.0,3.7,2.77,,,headphone_eq/Drop & THX Panda/iir-autoeq-flat.txt
Drop & THX Panda,headphone,flat,,,,-3.2,7,2,PK,95.0,-4.37,1.32,,,headphone_eq/Drop & THX Panda/iir-autoeq-flat.txt
Drop & THX Panda,headphone,flat,,,,-3.2,7,3,PK,346.0,2.06,2.77,,,headphone_eq/Drop & THX Panda/iir-autoeq-flat.txt
Drop & THX Panda,headphone,flat,,,,-3.2,7,4,PK,371.0,-6.43,0.63,,,headphone_eq/Drop & THX Panda/iir-autoeq-flat.txt
Drop & THX Panda,headphone,flat,,,,-3.2,7,5,PK,1498.0,-1.13,0.98,,,headphone_eq/Drop & THX Panda/iir-autoeq-flat.txt
Drop & THX Panda,headphone,flat,,,,-3.2,7,6,PK,1848.0,4.13,2.61,,,headphone_eq/Drop & THX Panda/iir-autoeq-flat.txt
Drop & THX Panda,headphone,flat,,,,-3.2,7,7,PK,3260.0,2.62,1.44,,,headphone_eq/Drop & THX Panda/iir-autoeq-flat.txt
Drop & THX Panda,headphone,score,,,,-2.7,7,1,PK,61.0,3.76,2.7,,,headphone_eq/Drop & THX Panda/iir-autoeq-score.txt
Drop & THX Panda,headphone,score,,,,-2.7,7,2,PK,92.0,-4.37,1.26,,,headphone_eq/Drop & THX Panda/iir-autoeq-score.txt
Drop & THX Panda,headphone,score,,,,-2.7,7,3,PK,326.0,0.52,2.82,,,headphone_eq/Drop & THX Panda/iir-autoeq-score.txt
Drop & THX Panda,headphone,score,,,,-2.7,7,4,PK,395.0,-5.54,0.5,,,headphone_eq/Drop & THX Panda/iir-autoeq-score.txt
Drop & THX Panda,headphone,score,,,,-2.7,7,5,PK,1483.0,-0.28,0.9,,,headphone_eq/Drop & THX Panda/iir-autoeq-score.txt
Drop & THX Panda,headphone,score,,,,-2.7,7,6,PK,1858.0,2.7,2.31,,,headphone_eq/Drop & THX Panda/iir-autoeq-score.txt
Drop & THX Panda,headphone,score,,,,-2.7,7,7,PK,3311.0,2.77,0.97,,,headphone_eq/Drop & THX Panda/iir-autoeq-score.txt
Drop &amp; AKG K7XX,headphone,flat,,,,-4.2,7,1,PK,74.0,4.45,1.33,,,headphone_eq/Drop &amp; AKG K7XX/iir-autoeq-flat.txt
Drop &amp; AKG K7XX,headphone,flat,,,,-4.2,7,2,PK,76.0,-5.06,1.05,,,headphone_eq/Drop &amp; AKG K7XX/iir-autoeq-flat.txt
Drop &amp; AKG K7XX,headphone,flat,,,,-4.2,7,3,PK,295.0,-7.52,0.61,,,headphone_eq/Drop &amp; AKG K7XX/iir-autoeq-flat.txt
Drop &amp; AKG K7XX,headphone,flat,,,,-4.2,7,4,PK,363.0,2.96,1.73,,,headphone_eq/Drop &amp; AKG K7XX/iir-autoeq-flat.txt
Drop &amp; AKG K7XX,headphone,flat,,,,-4.2,7,5,PK,983.0,2.76,2.79,,,headphone_eq/Drop &amp; AKG K7XX/iir-autoeq-flat.txt
Drop &amp; AKG K7XX,headphone,flat,,,,-4.2,7,6,PK,2101.0,-1.59,2.09,,,headphone_eq/Drop &amp; AKG K7XX/iir-autoeq-flat.txt
Drop &amp; AKG K7XX,headphone,flat,,,,-4.2,7,7,PK,3243.0,4.67,1.89,,,headphone_eq/Drop &amp; AKG K7XX/iir-autoeq-flat.txt
Drop &amp; AKG K7XX,headphone,score,,,,-5.6,7,1,PK,89.0,0.33,2.42,,,headphone_eq/Drop &amp; AKG K7XX/iir-autoeq-score.txt
Drop &amp; AKG K7XX,headphone,score,,,,-5.6,7,2,PK,147.0,0.75,3.26,,,headphone_eq/Drop &amp; AKG K7XX/iir-autoeq-score.txt
Drop &amp; AKG K7XX,headphone,score,,,,-5.6,7,3,PK,158.0,-3.45,0.61,,,headphone_eq/Drop &amp; AKG K7XX/iir-autoeq-score.txt
Drop &amp; AKG K7XX,headphone,score,,,,-5.6,7,4,PK,295.0,-3.68,0.7,,,headphone_eq/Drop &amp; AKG K7XX/iir-autoeq-score.txt
Drop &amp; AKG K7XX,headphone,score,,,,-5.6,7,5,PK,1211.0,1.72,2.57,,,headphone_eq/Drop &amp; AKG K7XX/iir-autoeq-score.txt
Drop &amp; AKG K7XX,headphone,score,,,,-5.6,7,6,PK,2052.0,-2.92,3.17,,,headphone_eq/Drop &amp; AKG K7XX/iir-autoeq-score.txt
Drop &amp; AKG K7XX,headphone,score,,,,-5.6,7,7,PK,3243.0,5.94,2.26,,,headphone_eq/Drop &amp; AKG K7XX/iir-autoeq-score.txt
DROP &amp; SENNHEISER PC38X,headphone,score,,,,-6.0,7,1,PK,65.0,3.9,0.97,,,headphone_eq/DROP &amp; SENNHEISER PC38X/iir-autoeq-score.txt
DROP &amp; SENNHEISER PC38X,headphone,score,,,,-6.0,7,2,PK,136.0,3.12,1.75,,,headphone_eq/DROP &amp; SENNHEISER PC38X/iir-autoeq-score.txt
DROP &amp; SENNHEISER PC38X,headphone,score,,,,-6.0,7,3,PK,138.0,-3.23,1.56,,,headphone_eq/DROP &amp; SENNHEISER PC38X/iir-autoeq-score.txt
DROP &amp; SENNHEISER PC38X,headphone,score,,,,-6.0,7,4,PK,392.0,1.41,2.83,,,headphone_eq/DROP &amp; SENNHEISER PC38X/iir-autoeq-score.txt
DROP &amp; SENNHEISER PC38X,headphone,score,,,,-6.0,7,5,PK,669.0,2.16,1.52,,,headphone_eq/DROP &amp; SENNHEISER PC38X/iir-autoeq-score.txt
DROP &amp; SENNHEISER PC38X,headphone,score,,,,-6.0,7,6,PK,1460.0,-1.33,2.81,,,headphone_eq/DROP &amp; SENNHEISER PC38X/iir-autoeq-score.txt
DROP &amp; SENNHEISER PC38X,headphone,score,,,,-6.0,7,7,PK,9649.0,6.0,0.5,,,headphone_eq/DROP &amp; SENNHEISER PC38X/iir-autoeq-score.txt
Drop THX Panda,headphone,flat,,,,-3.2,7,1,PK,60.0,3.7,2.77,,,headphone_eq/Drop THX Panda/iir-autoeq-flat.txt
Drop THX Panda,headphone,flat,,,,-3.2,7,2,PK,95.0,-4.37,1.32,,,headphone_eq/Drop THX Panda/iir-autoeq-flat.txt
Drop THX Panda,headphone,flat,,,,-3.2,7,3,PK,346.0,2.06,2.77,,,headphone_eq/Drop THX Panda/iir-autoeq-flat.txt
Drop THX Panda,headphone,flat,,,,-3.2,7,4,PK,371.0,-6.43,0.63,,,headphone_eq/Drop THX Panda/iir-autoeq-flat.txt
Drop THX Panda,headphone,flat,,,,-3.2,7,5,PK,1498.0,-1.13,0.98,,,headphone_eq/Drop THX Panda/iir-autoeq-flat.txt
Drop THX Panda,headphone,flat,,,,-3.2,7,6,PK,1848.0,4.13,2.61,,,headphone_eq/Drop THX Panda/iir-autoeq-flat.txt
Drop THX Panda,headphone,flat,,,,-3.2,7,7,PK,3260.0,2.62,1.44,,,headphone_eq/Drop THX Panda/iir-autoeq-flat.txt
Drop THX Panda,headphone,score,,,,-2.7,7,1,PK,61.0,3.76,2.7,,,headphone_eq/Drop THX Panda/iir-autoeq-score.txt
Drop THX Panda,headphone,score,,,,-2.7,7,2,PK,92.0,-4.37,1.26,,,headphone_eq/Drop THX Panda/iir-autoeq-score.txt
Drop THX Panda,headphone,score,,,,-2.7,7,3,PK,326.0,0.52,2.82,,,headphone_eq/Drop THX Panda/iir-autoeq-score.txt
Drop THX Panda,headphone,score,,,,-2.7,7,4,PK,395.0,-5.54,0.5,,,headphone_eq/Drop THX Panda/iir-autoeq-score.txt
Drop THX Panda,headphone,score,,,,-2.7,7,5,PK,1483.0,-0.28,0.9,,,headphone_eq/Drop THX Panda/iir-autoeq-score.txt
Drop THX Panda,headphone,score,,,,-2.7,7,6,PK,1858.0,2.7,2.31,,,headphone_eq/Drop THX Panda/iir-autoeq-score.txt
Drop THX Panda,headphone,score,,,,-2.7,7,7,PK,3311.0,2.77,0.97,,,headphone_eq/Drop THX Panda/iir-autoeq-score.txt
E-MU Teak,headphone,flat,,,,-5.3,7,1,PK,71.0,5.49,1.44,,,headphone_eq/E-MU Teak/iir-autoeq-flat.txt
E-MU Teak,headphone,flat,,,,-5.3,7,2,PK,72.0,-3.88,2.33,,,headphone_eq/E-MU Teak/iir-autoeq-flat.txt
E-MU Teak,headphone,flat,,,,-5.3,7,3,PK,303.0,-0.37,1.4,,,headphone_eq/E-MU Teak/iir-autoeq-flat.txt
E-MU Teak,headphone,flat,,,,-5.3,7,4,PK,408.0,3.14,1.42,,,headphone_eq/E-MU Teak/iir-autoeq-flat.txt
E-MU Teak,headphone,flat,,,,-5.3,7,5,PK,785.0,-1.87,1.61,,,headphone_eq/E-MU Teak/iir-autoeq-flat.txt
E-MU Teak,headphone,flat,,,,-5.3,7,6,PK,1460.0,-0.94,2.59,,,headphone_eq/E-MU Teak/iir-autoeq-flat.txt
E-MU Teak,headphone,flat,,,,-5.3,7,7,PK,3272.0,5.35,1.28,,,headphone_eq/E-MU Teak/iir-autoeq-flat.txt
E-MU Teak,headphone,score,,,,-6.0,7,1,PK,72.0,4.66,1.36,,,headphone_eq/E-MU Teak/iir-autoeq-score.txt
E-MU Teak,headphone,score,,,,-6.0,7,2,PK,73.0,-2.99,2.13,,,headphone_eq/E-MU Teak/iir-autoeq-score.txt
E-MU Teak,headphone,score,,,,-6.0,7,3,PK,249.0,-0.56,2.14,,,headphone_eq/E-MU Teak/iir-autoeq-score.txt
E-MU Teak,headphone,score,,,,-6.0,7,4,PK,416.0,2.9,1.21,,,headphone_eq/E-MU Teak/iir-autoeq-score.txt
E-MU Teak,headphone,score,,,,-6.0,7,5,PK,766.0,-2.22,1.63,,,headphone_eq/E-MU Teak/iir-autoeq-score.txt
E-MU Teak,headphone,score,,,,-6.0,7,6,PK,1460.0,-0.43,3.81,,,headphone_eq/E-MU Teak/iir-autoeq-score.txt
E-MU Teak,headphone,score,,,,-6.0,7,7,PK,7507.0,6.0,0.5,,,headphone_eq/E-MU Teak/iir-autoeq-score.txt
Edifier W830NB,headphone,flat,,,,-4.9,7,1,PK,63.0,-4.77,2.22,,,headphone_eq/Edifier W830NB/iir-autoeq-flat.txt
Edifier W830NB,headphone,flat,,,,-4.9,7,2,PK,77.0,3.36,0.98,,,headphone_eq/Edifier W830NB/iir-autoeq-flat.txt
Edifier W830NB,headphone,flat,,,,-4.9,7,3,PK,296.0,-3.13,2.17,,,headphone_eq/Edifier W830NB/iir-autoeq-flat.txt
Edifier W830NB,headphone,flat,,,,-4.9,7,4,PK,326.0,3.61,1.19,,,headphone_eq/Edifier W830NB/iir-autoeq-flat.txt
Edifier W830NB,headphone,flat,,,,-4.9,7,5,PK,657.0,2.55,2.7,,,headphone_eq/Edifier W830NB/iir-autoeq-flat.txt
Edifier W830NB,headphone,flat,,,,-4.9,7,6,PK,1460.0,-0.45,1.68,,,headphone_eq/Edifier W830NB/iir-autoeq-flat.txt
Edifier W830NB,headphone,flat,,,,-4.9,7,7,PK,3780.0,4.94,5.21,,,headphone_eq/Edifier W830NB/iir-autoeq-flat.txt
Edifier W830NB,headphone,score,,,,-5.7,7,1,PK,62.0,-3.13,2.53,,,headphone_eq/Edifier W830NB/iir-autoeq-score.txt
Edifier W830NB,headphone,score,,,,-5.7,7,2,PK,86.0,2.24,1.55,,,headphone_eq/Edifier W830NB/iir-autoeq-score.txt
Edifier W830NB,headphone,score,,,,-5.7,7,3,PK,163.0,0.93,0.91,,,headphone_eq/Edifier W830NB/iir-autoeq-score.txt
Edifier W830NB,headphone,score,,,,-5.7,7,4,PK,469.0,1.86,2.16,,,headphone_eq/Edifier W830NB/iir-autoeq-score.txt
Edifier W830NB,headphone,score,,,,-5.7,7,5,PK,657.0,2.11,1.9,,,headphone_eq/Edifier W830NB/iir-autoeq-score.txt
Edifier W830NB,headphone,score,,,,-5.7,7,6,PK,1460.0,-0.68,2.37,,,headphone_eq/Edifier W830NB/iir-autoeq-score.txt
Edifier W830NB,headphone,score,,,,-5.7,7,7,PK,3869.0,5.86,6.0,,,headphone_eq/Edifier W830NB/iir-autoeq-score.txt
Etymotic Research ER4XR,headphone,flat,,,,-6.0,7,1,PK,62.0,6.0,1.14,,,headphone_eq/Etymotic Research ER4XR/iir-autoeq-flat.txt
Etymotic Research ER4XR,headphone,flat,,,,-6.0,7,2,PK,65.0,-1.51,3.31,,,headphone_eq/Etymotic Research ER4XR/iir-autoeq-flat.txt
Etymotic Research ER4XR,headphone,flat,,,,-6.0,7,3,PK,133.0,3.88,0.89,,,headphone_eq/Etymotic Research ER4XR/iir-autoeq-flat.txt
Etymotic Research ER4XR,headphone,flat,,,,-6.0,7,4,PK,350.0,1.15,2.56,,,headphone_eq/Etymotic Research ER4XR/iir-autoeq-flat.txt
Etymotic Research ER4XR,headphone,flat,,,,-6.0,7,5,PK,755.0,4.45,1.89,,,headphone_eq/Etymotic Research ER4XR/iir-autoeq-flat.txt
Etymotic Research ER4XR,headphone,flat,,,,-6.0,7,6,PK,1660.0,-2.27,1.49,,,headphone_eq/Etymotic Research ER4XR/iir-autoeq-flat.txt
Etymotic Research ER4XR,headphone,flat,,,,-6.0,7,7,PK,6321.0,4.89,0.69,,,headphone_eq/Etymotic Research ER4XR/iir-autoeq-flat.txt
Etymotic Research ER4XR,headphone,score,,,,-6.0,7,1,PK,69.0,6.0,0.5,,,headphone_eq/Etymotic Research ER4XR/iir-autoeq-score.txt
Etymotic Research ER4XR,headphone,score,,,,-6.0,7,2,PK,73.0,-0.3,3.75,,,headphone_eq/Etymotic Research ER4XR/iir-autoeq-score.txt
Etymotic Research ER4XR,headphone,score,,,,-6.0,7,3,PK,145.0,1.22,1.38,,,headphone_eq/Etymotic Research ER4XR/iir-autoeq-score.txt
Etymotic Research ER4XR,headphone,score,,,,-6.0,7,4,PK,333.0,0.47,3.16,,,headphone_eq/Etymotic Research ER4XR/iir-autoeq-score.txt
Etymotic Research ER4XR,headphone,score,,,,-6.0,7,5,PK,688.0,2.65,1.04,,,headphone_eq/Etymotic Research ER4XR/iir-autoeq-score.txt
Etymotic Research ER4XR,headphone,score,,,,-6.0,7,6,PK,1757.0,-1.8,1.21,,,headphone_eq/Etymotic Research ER4XR/iir-autoeq-score.txt
Etymotic Research ER4XR,headphone,score,,,,-6.0,7,7,PK,10061.0,5.05,0.5,,,headphone_eq/Etymotic Research ER4XR/iir-autoeq-score.txt
FiiO Electronics FT1,headphone,flat,,,,-5.8,7,1,PK,88.0,2.5,2.68,,,headphone_eq/FiiO Electronics FT1/iir-autoeq-flat.txt
FiiO Electronics FT1,headphone,flat,,,,-5.8,7,2,PK,106.0,-3.65,0.5,,,headphone_eq/FiiO Electronics FT1/iir-autoeq-flat.txt
FiiO Electronics FT1,headphone,flat,,,,-5.8,7,3,PK,189.0,-1.19,2.22,,,headphone_eq/FiiO Electronics FT1/iir-autoeq-flat.txt
FiiO Electronics FT1,headphone,flat,,,,-5.8,7,4,PK,369.0,1.41,0.79,,,headphone_eq/FiiO Electronics FT1/iir-autoeq-flat.txt
FiiO Electronics FT1,headphone,flat,,,,-5.8,7,5,PK,771.0,1.82,1.87,,,headphone_eq/FiiO Electronics FT1/iir-autoeq-flat.txt
FiiO Electronics FT1,headphone,flat,,,,-5.8,7,6,PK,1574.0,-2.26,2.6,,,headphone_eq/FiiO Electronics FT1/iir-autoeq-flat.txt
FiiO Electronics FT1,headphone,flat,,,,-5.8,7,7,PK,5169.0,5.85,0.63,,,headphone_eq/FiiO Electronics FT1/iir-autoeq-flat.txt
FiiO Electronics FT1,headphone,score,,,,-6.0,7,1,PK,89.0,3.61,1.61,,,headphone_eq/FiiO Electronics FT1/iir-autoeq-score.txt
FiiO Electronics FT1,headphone,score,,,,-6.0,7,2,PK,108.0,-5.16,0.5,,,headphone_eq/FiiO Electronics FT1/iir-autoeq-score.txt
FiiO Electronics FT1,headphone,score,,,,-6.0,7,3,PK,133.0,0.39,2.15,,,headphone_eq/FiiO Electronics FT1/iir-autoeq-score.txt
FiiO Electronics FT1,headphone,score,,,,-6.0,7,4,PK,401.0,1.97,1.45,,,headphone_eq/FiiO Electronics FT1/iir-autoeq-score.txt
FiiO Electronics FT1,headphone,score,,,,-6.0,7,5,PK,811.0,2.13,1.72,,,headphone_eq/FiiO Electronics FT1/iir-autoeq-score.txt
FiiO Electronics FT1,headphone,score,,,,-6.0,7,6,PK,1529.0,-1.43,2.01,,,headphone_eq/FiiO Electronics FT1/iir-autoeq-score.txt
FiiO Electronics FT1,headphone,score,,,,-6.0,7,7,PK,7079.0,6.0,0.5,,,headphone_eq/FiiO Electronics FT1/iir-autoeq-score.txt
Focal Celestee,headphone,flat,,,,-6.0,7,1,PK,60.0,6.0,1.39,,,headphone_eq/Focal Celestee/iir-autoeq-flat.txt
Focal Celestee,headphone,flat,,,,-6.0,7,2,PK,94.0,-2.55,3.86,,,headphone_eq/Focal Celestee/iir-autoeq-flat.txt
Focal Celestee,headphone,flat,,,,-6.0,7,3,PK,303.0,-1.52,2.58,,,headphone_eq/Focal Celestee/iir-autoeq-flat.txt
Focal Celestee,headphone,flat,,,,-6.0,7,4,PK,348.0,4.06,0.79,,,headphone_eq/Focal Celestee/iir-autoeq-flat.txt
Focal Celestee,headphone,flat,,,,-6.0,7,5,PK,764.0,-0.88,0.94,,,headphone_eq/Focal Celestee/iir-autoeq-flat.txt
Focal Celestee,headphone,flat,,,,-6.0,7,6,PK,1688.0,-2.87,2.52,,,headphone_eq/Focal Celestee/iir-autoeq-flat.txt
Focal Celestee,headphone,flat,,,,-6.0,7,7,PK,4896.0,6.0,0.52,,,headphone_eq/Focal Celestee/iir-autoeq-flat.txt
Focal Celestee,headphone,score,,,,-6.0,7,1,PK,61.0,6.0,2.01,,,headphone_eq/Focal Celestee/iir-autoeq-score.txt
Focal Celestee,headphone,score,,,,-6.0,7,2,PK,95.0,-1.48,3.42,,,headphone_eq/Focal Celestee/iir-autoeq-score.txt
Focal Celestee,headphone,score,,,,-6.0,7,3,PK,201.0,1.62,0.94,,,headphone_eq/Focal Celestee/iir-autoeq-score.txt
Focal Celestee,headphone,score,,,,-6.0,7,4,PK,414.0,2.37,1.57,,,headphone_eq/Focal Celestee/iir-autoeq-score.txt
Focal Celestee,headphone,score,,,,-6.0,7,5,PK,1687.0,-4.03,2.1,,,headphone_eq/Focal Celestee/iir-autoeq-score.txt
Focal Celestee,headphone,score,,,,-6.0,7,6,PK,1794.0,1.4,1.01,,,headphone_eq/Focal Celestee/iir-autoeq-score.txt
Focal Celestee,headphone,score,,,,-6.0,7,7,PK,5464.0,5.94,0.5,,,headphone_eq/Focal Celestee/iir-autoeq-score.txt
Focal Stellia,headphone,flat,,,,-6.0,7,1,PK,60.0,6.0,1.67,,,headphone_eq/Focal Stellia/iir-autoeq-flat.txt
Focal Stellia,headphone,flat,,,,-6.0,7,2,PK,101.0,-3.97,3.14,,,headphone_eq/Focal Stellia/iir-autoeq-flat.txt
Focal Stellia,headphone,flat,,,,-6.0,7,3,PK,218.0,1.91,2.72,,,headphone_eq/Focal Stellia/iir-autoeq-flat.txt
